S.NO.,PS CATEGORY,problem statement title,Domain Bucket
475,Software,Development of Virtual Reality (VR) technology for Dhatuposhana Nyaya,MedTech/BioTech/HealthTech
482,Software,"Compilation and Collectionof optimum Level (variable)of data set from the Chemicaland Petrochemical Industriesin the country, aiming tosmoothen the decision-making and insightgeneration in the strategic",SmartAutomation
483,Software,"Compilation and Collectionof optimum Level (variable)of data set from the Chemicaland Petrochemical Industriesin the country, aiming tosmoothen the decision-making and insightgeneration in the strategic",SmartAutomation
484,Software,"Compilation and Collectionof optimum Level (variable)of data set from the Chemicaland Petrochemical Industriesin the country, aiming tosmoothen the decision-making and insightgeneration in the strategic",SmartAutomation
485,Software,"Compilation and Collectionof optimum Level (variable)of data set from the Chemicaland Petrochemical Industriesin the country, aiming tosmoothen the decision-making and insightgeneration in the strategic",SmartAutomation
486,Software,"Compilation and Collectionof optimum Level (variable)of data set from the Chemicaland Petrochemical Industriesin the country, aiming tosmoothen the decision-making and insightgeneration in the strategic",SmartAutomation
487,Software,"Compilation and Collectionof optimum Level (variable)of data set from the Chemicaland Petrochemical Industriesin the country, aiming tosmoothen the decision-making and insightgeneration in the strategic",SmartAutomation
488,Software,"Chatbot to respond to textqueries pertaining to variousActs, Rules, and Regulationsapplicable to Miningindustries",SmartAutomation
489,Software,"Chatbot to respond to textqueries pertaining to variousActs, Rules, and Regulationsapplicable to Miningindustries",SmartAutomation
490,Software,"Chatbot to respond to textqueries pertaining to variousActs, Rules, and Regulationsapplicable to Miningindustries",SmartAutomation
491,Software,"Chatbot to respond to textqueries pertaining to variousActs, Rules, and Regulationsapplicable to Miningindustries",SmartAutomation
492,Software,"Chatbot to respond to textqueries pertaining to variousActs, Rules, and Regulationsapplicable to Miningindustries",SmartAutomation
493,Software,"Chatbot to respond to textqueries pertaining to variousActs, Rules, and Regulationsapplicable to Miningindustries",SmartAutomation
499,Software,Real-time visibility ofDumper load status to Shoveloperator,SmartAutomation
500,Software,Real-time visibility ofDumper load status to Shoveloperator,SmartAutomation
501,Software,Real-time visibility ofDumper load status to Shoveloperator,SmartAutomation
502,Software,Real-time visibility ofDumper load status to Shoveloperator,SmartAutomation
503,Software,Real-time visibility ofDumper load status to Shoveloperator,SmartAutomation
509,Software,Application of ImageAnalytics for Treeenumeration for diversion ofForest Land.,Miscellaneous
510,Software,Application of ImageAnalytics for Treeenumeration for diversion ofForest Land.,Miscellaneous
511,Software,Application of ImageAnalytics for Treeenumeration for diversion ofForest Land.,Miscellaneous
512,Software,Application of ImageAnalytics for Treeenumeration for diversion ofForest Land.,Miscellaneous
513,Software,Application of ImageAnalytics for Treeenumeration for diversion ofForest Land.,Miscellaneous
514,Software,Development of a DigitalPlatform for multi-modalvisibility of coal transportation,SmartAutomation
515,Software,Development of a DigitalPlatform for multi-modalvisibility of coal transportation,SmartAutomation
516,Software,Development of a DigitalPlatform for multi-modalvisibility of coal transportation,SmartAutomation
517,Software,Development of a DigitalPlatform for multi-modalvisibility of coal transportation,SmartAutomation
518,Software,Development of a DigitalPlatform for multi-modalvisibility of coal transportation,SmartAutomation
519,Software,Development of a DigitalPlatform for multi-modalvisibility of coal transportation,SmartAutomation
520,Software,Analytics based on Govt.Land InformationSystem(GLIS) Data,"Agriculture,FoodTech &RuralDevelopment"
521,Software,Analytics based on Govt.Land InformationSystem(GLIS) Data,"Agriculture,FoodTech &RuralDevelopment"
522,Software,Analytics based on Govt.Land InformationSystem(GLIS) Data,"Agriculture,FoodTech &RuralDevelopment"
523,Software,Analytics based on Govt.Land InformationSystem(GLIS) Data,"Agriculture,FoodTech &RuralDevelopment"
524,Software,Analytics based on Govt.Land InformationSystem(GLIS) Data,"Agriculture,FoodTech &RuralDevelopment"
525,Software,Forecasting and scheduling ofrailway rakes.,SmartAutomation
526,Software,Forecasting and scheduling ofrailway rakes.,SmartAutomation
527,Software,Forecasting and scheduling ofrailway rakes.,SmartAutomation
528,Software,Forecasting and scheduling ofrailway rakes.,SmartAutomation
529,Software,Forecasting and scheduling ofrailway rakes.,SmartAutomation
530,Software,In-cab smart guidance andsupport system for DraglineOperator,Smart Vehicles
531,Software,In-cab smart guidance andsupport system for DraglineOperator,Smart Vehicles
532,Software,In-cab smart guidance andsupport system for DraglineOperator,Smart Vehicles
533,Software,In-cab smart guidance andsupport system for DraglineOperator,Smart Vehicles
534,Software,In-cab smart guidance andsupport system for DraglineOperator,Smart Vehicles
535,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
536,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
537,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
538,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
539,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
540,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
541,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
542,Software,Sentiment Analysis ofIncoming calls on helpdesk,Miscellaneous
543,Software,Sentiment analysis of SocialMedia presence,Miscellaneous
544,Software,Sentiment analysis of SocialMedia presence,Miscellaneous
545,Software,Sentiment analysis of SocialMedia presence,Miscellaneous
546,Software,Sentiment analysis of SocialMedia presence,Miscellaneous
547,Software,Sentiment analysis of SocialMedia presence,Miscellaneous
548,Software,Image correctness for aproduct on marketplace,Miscellaneous
549,Software,Image correctness for aproduct on marketplace,Miscellaneous
550,Software,Image correctness for aproduct on marketplace,Miscellaneous
551,Software,Image correctness for aproduct on marketplace,Miscellaneous
552,Software,Image correctness for aproduct on marketplace,Miscellaneous
553,Software,Contact center knowledgemanagement tool withdecision tree,SmartAutomation
554,Software,Contact center knowledgemanagement tool withdecision tree,SmartAutomation
555,Software,Contact center knowledgemanagement tool withdecision tree,SmartAutomation
556,Software,Contact center knowledgemanagement tool withdecision tree,SmartAutomation
557,Software,Contact center knowledgemanagement tool withdecision tree,SmartAutomation
558,Software,Contact center knowledgemanagement tool withdecision tree,SmartAutomation
559,Software,Price comparison of GeMproducts with other e-marketplaces,SmartAutomation
560,Software,Price comparison of GeMproducts with other e-marketplaces,SmartAutomation
561,Software,Price comparison of GeMproducts with other e-marketplaces,SmartAutomation
562,Software,Price comparison of GeMproducts with other e-marketplaces,SmartAutomation
563,Software,Price comparison of GeMproducts with other e-marketplaces,SmartAutomation
564,Software,Developing an interactivegaming software / mobileapplication on InteliectualProperty Awareness forschool students,SmartEducation
565,Software,Developing an interactivegaming software / mobileapplication on InteliectualProperty Awareness forschool students,SmartEducation
566,Software,Developing an interactivegaming software / mobileapplication on InteliectualProperty Awareness forschool students,SmartEducation
567,Software,Developing an interactivegaming software / mobileapplication on InteliectualProperty Awareness forschool students,SmartEducation
568,Software,Developing an interactivegaming software / mobileapplication on InteliectualProperty Awareness forschool students,SmartEducation
569,Software,Developing a software thatcan translate resourcematerial and other texts fromEnglish to other Indianregional languages.,SmartEducation
570,Software,Developing a software thatcan translate resourcematerial and other texts fromEnglish to other Indianregional languages.,SmartEducation
571,Software,Developing a software thatcan translate resourcematerial and other texts fromEnglish to other Indianregional languages.,SmartEducation
572,Software,Developing a software thatcan translate resourcematerial and other texts fromEnglish to other Indianregional languages.,SmartEducation
573,Software,Developing a software thatcan translate resourcematerial and other texts fromEnglish to other Indianregional languages.,SmartEducation
574,Software,Developing a software thatcan translate resourcematerial and other texts fromEnglish to other Indianregional languages.,SmartEducation
575,Software,Developing a software fordubbing of videos fromEnglish to other Indianregional languages.,SmartEducation
576,Software,Developing a software fordubbing of videos fromEnglish to other Indianregional languages.,SmartEducation
577,Software,Developing a software fordubbing of videos fromEnglish to other Indianregional languages.,SmartEducation
578,Software,Developing a software fordubbing of videos fromEnglish to other Indianregional languages.,SmartEducation
579,Software,Developing a software fordubbing of videos fromEnglish to other Indianregional languages.,SmartEducation
580,Software,Developing a software fordubbing of videos fromEnglish to other Indianregional languages.,SmartEducation
581,Software,Developing a software fordubbing of videos fromEnglish to other Indianregional languages.,SmartEducation
582,Software,Dak Ghar Niryat Kendra,Transportation & Logistics
583,Software,Dak Ghar Niryat Kendra,Transportation & Logistics
584,Software,Dak Ghar Niryat Kendra,Transportation & Logistics
585,Software,Dak Ghar Niryat Kendra,Transportation & Logistics
586,Software,Dak Ghar Niryat Kendra,Transportation & Logistics
592,Software,Development of motion amplification video techniques for vibration analysis,Smart Automation
593,Software,Development of motion amplification video techniques for vibration analysis,Smart Automation
594,Software,Development of motion amplification video techniques for vibration analysis,Smart Automation
595,Software,Development of motion amplification video techniques for vibration analysis,Smart Automation
596,Software,Development of motion amplification video techniques for vibration analysis,Smart Automation
597,Software,AI based Automatic alarm generation and dropping of payload at a particular object through a Drone,Disaster Management
598,Software,AI based Automatic alarm generation and dropping of payload at a particular object through a Drone,Disaster Management
599,Software,AI based Automatic alarm generation and dropping of payload at a particular object through a Drone,Disaster Management
600,Software,AI based Automatic alarm generation and dropping of payload at a particular object through a Drone,Disaster Management
601,Software,AI based Automatic alarm generation and dropping of payload at a particular object through a Drone,Disaster Management
602,Software,AI based Automatic alarm generation and dropping of payload at a particular object through a Drone,Disaster Management
603,Software,AI-ML based intelligent de-smoking/de-hazing algorithm,Disaster Management
604,Software,AI-ML based intelligent de-smoking/de-hazing algorithm,Disaster Management
605,Software,AI-ML based intelligent de-smoking/de-hazing algorithm,Disaster Management
606,Software,AI-ML based intelligent de-smoking/de-hazing algorithm,Disaster Management
607,Software,AI-ML based intelligent de-smoking/de-hazing algorithm,Disaster Management
608,Software,AI-ML based intelligent de-smoking/de-hazing algorithm,Disaster Management
609,Software,Deep learning for terrain recognition,Miscellaneous
610,Software,Deep learning for terrain recognition,Miscellaneous
611,Software,Deep learning for terrain recognition,Miscellaneous
612,Software,Deep learning for terrain recognition,Miscellaneous
613,Software,Deep learning for terrain recognition,Miscellaneous
614,Software,Robust human target detection and acquisition,Miscellaneous
615,Software,Robust human target detection and acquisition,Miscellaneous
616,Software,Robust human target detection and acquisition,Miscellaneous
617,Software,Robust human target detection and acquisition,Miscellaneous
618,Software,Robust human target detection and acquisition,Miscellaneous
619,Software,Lean module for reasoning about computational complexity in GPTs,Miscellaneous
620,Software,Lean module for reasoning about computational complexity in GPTs,Miscellaneous
621,Software,Lean module for reasoning about computational complexity in GPTs,Miscellaneous
622,Software,Lean module for reasoning about computational complexity in GPTs,Miscellaneous
623,Software,Lean module for reasoning about computational complexity in GPTs,Miscellaneous
624,Software,Novel Technologies for Early Detection and Mitigation of Avalanches,Disaster Management
625,Software,Novel Technologies for Early Detection and Mitigation of Avalanches,Disaster Management
626,Software,Novel Technologies for Early Detection and Mitigation of Avalanches,Disaster Management
627,Software,Novel Technologies for Early Detection and Mitigation of Avalanches,Disaster Management
628,Software,Novel Technologies for Early Detection and Mitigation of Avalanches,Disaster Management
629,Software,Novel Technologies for Early Detection and Mitigation of Avalanches,Disaster Management
630,Software,Devise the method for identification of victims buried under avalanches,Disaster Management
631,Software,Devise the method for identification of victims buried under avalanches,Disaster Management
632,Software,Devise the method for identification of victims buried under avalanches,Disaster Management
633,Software,Devise the method for identification of victims buried under avalanches,Disaster Management
634,Software,Devise the method for identification of victims buried under avalanches,Disaster Management
635,Software,Devise the method for identification of victims buried under avalanches,Disaster Management
636,Software,Devise the method for identification of victims buried under avalanches,Disaster Management
643,Software,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics,Smart Education
644,Software,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics,Smart Education
645,Software,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics,Smart Education
646,Software,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics,Smart Education
647,Software,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics,Smart Education
648,Software,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics,Smart Education
649,Software,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics,Smart Education
650,Software,Identify slow learners for remedial teaching and capacity building for innovative methods,Smart Education
651,Software,Identify slow learners for remedial teaching and capacity building for innovative methods,Smart Education
652,Software,Identify slow learners for remedial teaching and capacity building for innovative methods,Smart Education
653,Software,Identify slow learners for remedial teaching and capacity building for innovative methods,Smart Education
654,Software,Identify slow learners for remedial teaching and capacity building for innovative methods,Smart Education
655,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
656,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
657,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
658,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
659,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
660,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
661,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
662,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
663,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
664,Software,"Mental health and well-being surveillance, assessment and tracking solution among children",Smart Education
665,Software,Making career choices and AI based counselling accessible to every child at secondary level along with aptitude tests and detailed career paths,Smart Education
666,Software,Making career choices and AI based counselling accessible to every child at secondary level along with aptitude tests and detailed career paths,Smart Education
667,Software,Making career choices and AI based counselling accessible to every child at secondary level along with aptitude tests and detailed career paths,Smart Education
668,Software,Making career choices and AI based counselling accessible to every child at secondary level along with aptitude tests and detailed career paths,Smart Education
669,Software,Making career choices and AI based counselling accessible to every child at secondary level along with aptitude tests and detailed career paths,Smart Education
670,Software,Making career choices and AI based counselling accessible to every child at secondary level along with aptitude tests and detailed career paths,Smart Education
671,Software,Pro Planet Person App,Clean & GreenTechnology
672,Software,Pro Planet Person App,Clean & GreenTechnology
673,Software,Pro Planet Person App,Clean & GreenTechnology
674,Software,Pro Planet Person App,Clean & GreenTechnology
675,Software,Pro Planet Person App,Clean & GreenTechnology
676,Software,Behavioural changemonitoring software,SmartAutomation
677,Software,Behavioural changemonitoring software,SmartAutomation
678,Software,Behavioural changemonitoring software,SmartAutomation
679,Software,Behavioural changemonitoring software,SmartAutomation
680,Software,Behavioural changemonitoring software,SmartAutomation
681,Software,Behavioural changemonitoring software,SmartAutomation
682,Software,E-Waste Facility Locator,SmartAutomation
683,Software,E-Waste Facility Locator,SmartAutomation
684,Software,E-Waste Facility Locator,SmartAutomation
685,Software,E-Waste Facility Locator,SmartAutomation
686,Software,E-Waste Facility Locator,SmartAutomation
687,Software,E-Waste Facility Locator,SmartAutomation
688,Software,Water and ElectricityTracking App,SmartAutomation
689,Software,Water and ElectricityTracking App,SmartAutomation
690,Software,Water and ElectricityTracking App,SmartAutomation
691,Software,Water and ElectricityTracking App,SmartAutomation
692,Software,Water and ElectricityTracking App,SmartAutomation
693,Software,Virtual Zoo,SmartEducation
694,Software,Virtual Zoo,SmartEducation
695,Software,Virtual Zoo,SmartEducation
696,Software,Virtual Zoo,SmartEducation
697,Software,Virtual Zoo,SmartEducation
708,Software,Threat zone of an explosionparticularly in oil and gashandling industries orrefineries,DisasterManagement
709,Software,Threat zone of an explosionparticularly in oil and gashandling industries orrefineries,DisasterManagement
710,Software,Threat zone of an explosionparticularly in oil and gashandling industries orrefineries,DisasterManagement
711,Software,Threat zone of an explosionparticularly in oil and gashandling industries orrefineries,DisasterManagement
712,Software,Threat zone of an explosionparticularly in oil and gashandling industries orrefineries,DisasterManagement
713,Software,Chatbot based helpdesk for govt employees and departments,Smart Automation
714,Software,Chatbot based helpdesk for govt employees and departments,Smart Automation
715,Software,Chatbot based helpdesk for govt employees and departments,Smart Automation
716,Software,Chatbot based helpdesk for govt employees and departments,Smart Automation
717,Software,Chatbot based helpdesk for govt employees and departments,Smart Automation
718,Software,Chatbot based helpdesk for govt employees and departments,Smart Automation
719,Software,IT System log analyzer,Blockchain & Cybersecurity
720,Software,IT System log analyzer,Blockchain & Cybersecurity
721,Software,IT System log analyzer,Blockchain & Cybersecurity
722,Software,IT System log analyzer,Blockchain & Cybersecurity
723,Software,IT System log analyzer,Blockchain & Cybersecurity
724,Software,AI based IT training system,Smart Education
725,Software,AI based IT training system,Smart Education
726,Software,AI based IT training system,Smart Education
727,Software,AI based IT training system,Smart Education
728,Software,AI based IT training system,Smart Education
729,Software,AI based IT training system,Smart Education
730,Software,AI based IT training system,Smart Education
731,Software,Augmented/ Virtual reality system for the live training of troops,Smart Automation
732,Software,Augmented/ Virtual reality system for the live training of troops,Smart Automation
733,Software,Augmented/ Virtual reality system for the live training of troops,Smart Automation
734,Software,Augmented/ Virtual reality system for the live training of troops,Smart Automation
735,Software,Simulator system for counter Hijack and sky Marshalling operations,Blockchain & Cybersecurity
736,Software,Simulator system for counter Hijack and sky Marshalling operations,Blockchain & Cybersecurity
737,Software,Simulator system for counter Hijack and sky Marshalling operations,Blockchain & Cybersecurity
738,Software,Simulator system for counter Hijack and sky Marshalling operations,Blockchain & Cybersecurity
739,Software,Simulator system for counter Hijack and sky Marshalling operations,Blockchain & Cybersecurity
740,Software,Simulator system for counter Hijack and sky Marshalling operations,Blockchain & Cybersecurity
741,Software,Data Compression for backbone network,Blockchain & Cybersecurity
742,Software,Data Compression for backbone network,Blockchain & Cybersecurity
743,Software,Data Compression for backbone network,Blockchain & Cybersecurity
744,Software,Data Compression for backbone network,Blockchain & Cybersecurity
745,Software,Data Compression for backbone network,Blockchain & Cybersecurity
746,Software,Virtual Reality-Based Training for CBRN Disaster Response,Disaster Management
747,Software,Virtual Reality-Based Training for CBRN Disaster Response,Disaster Management
748,Software,Virtual Reality-Based Training for CBRN Disaster Response,Disaster Management
749,Software,Virtual Reality-Based Training for CBRN Disaster Response,Disaster Management
750,Software,Virtual Reality-Based Training for CBRN Disaster Response,Disaster Management
751,Software,Virtual Reality-Based Training for CBRN Disaster Response,Disaster Management
757,Software,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/man-made calamities,Disaster Management
758,Software,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/man-made calamities,Disaster Management
759,Software,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/man-made calamities,Disaster Management
760,Software,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/man-made calamities,Disaster Management
761,Software,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/man-made calamities,Disaster Management
762,Software,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/man-made calamities,Disaster Management
763,Software,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/man-made calamities,Disaster Management
764,Software,Areal Location of Hazardous Atmosphere in Industries,Disaster Management
765,Software,Areal Location of Hazardous Atmosphere in Industries,Disaster Management
766,Software,Areal Location of Hazardous Atmosphere in Industries,Disaster Management
767,Software,Areal Location of Hazardous Atmosphere in Industries,Disaster Management
768,Software,Areal Location of Hazardous Atmosphere in Industries,Disaster Management
782,Software,Comprehensive Inspection and Analysis of Water Supply Distribution Lines,Clean & Green Technology
783,Software,Comprehensive Inspection and Analysis of Water Supply Distribution Lines,Clean & Green Technology
784,Software,Comprehensive Inspection and Analysis of Water Supply Distribution Lines,Clean & Green Technology
785,Software,Comprehensive Inspection and Analysis of Water Supply Distribution Lines,Clean & Green Technology
786,Software,Comprehensive Inspection and Analysis of Water Supply Distribution Lines,Clean & Green Technology
787,Software,Smart and Effective realtime Management of street parking,Smart Automation
788,Software,Smart and Effective realtime Management of street parking,Smart Automation
789,Software,Smart and Effective realtime Management of street parking,Smart Automation
790,Software,Smart and Effective realtime Management of street parking,Smart Automation
791,Software,Smart and Effective realtime Management of street parking,Smart Automation
792,Software,Smart and Effective realtime Management of street parking,Smart Automation
793,Software,Smart and Effective realtime Management of street parking,Smart Automation
794,Software,Smart and Effective realtime Management of street parking,Smart Automation
795,Software,Smart and Effective realtime Management of street parking,Smart Automation
796,Software,Suggest an AI-based solution to enable ease of grievance lodging and tracking for citizens across multiple departments,Smart Automation
797,Software,Suggest an AI-based solution to enable ease of grievance lodging and tracking for citizens across multiple departments,Smart Automation
798,Software,Suggest an AI-based solution to enable ease of grievance lodging and tracking for citizens across multiple departments,Smart Automation
799,Software,Suggest an AI-based solution to enable ease of grievance lodging and tracking for citizens across multiple departments,Smart Automation
800,Software,Suggest an AI-based solution to enable ease of grievance lodging and tracking for citizens across multiple departments,Smart Automation
801,Software,Suggest an AI-based solution to enable ease of grievance lodging and tracking for citizens across multiple departments,Smart Automation
802,Software,Suggest an AI-based solution to enable ease of grievance lodging and tracking for citizens across multiple departments,Smart Automation
803,Software,360-degree feedback softwarefor the Government of Indiarelated News Stories inRegional Media usingArtificial Intelligence /Machine Learning,SmartAutomation
804,Software,360-degree feedback softwarefor the Government of Indiarelated News Stories inRegional Media usingArtificial Intelligence /Machine Learning,SmartAutomation
805,Software,360-degree feedback softwarefor the Government of Indiarelated News Stories inRegional Media usingArtificial Intelligence /Machine Learning,SmartAutomation
806,Software,360-degree feedback softwarefor the Government of Indiarelated News Stories inRegional Media usingArtificial Intelligence /Machine Learning,SmartAutomation
807,Software,360-degree feedback softwarefor the Government of Indiarelated News Stories inRegional Media usingArtificial Intelligence /Machine Learning,SmartAutomation
808,Software,360-degree feedback softwarefor the Government of Indiarelated News Stories inRegional Media usingArtificial Intelligence /Machine Learning,SmartAutomation
809,Software,360-degree feedback softwarefor the Government of Indiarelated News Stories inRegional Media usingArtificial Intelligence /Machine Learning,SmartAutomation
810,Software,"Text to Video of various PIBPress Releases usingArtificial Intelligence /Machine Learning /Generative AdversarialNetworks in English and 13Regional Languages viz.Hindi, Urdu, Punjabi,Gujarati, Marathi, Telugu,Kannada, Malayalam, Tamil,Odia, Bengali, Assamese and",SmartAutomation
811,Software,"Text to Video of various PIBPress Releases usingArtificial Intelligence /Machine Learning /Generative AdversarialNetworks in English and 13Regional Languages viz.Hindi, Urdu, Punjabi,Gujarati, Marathi, Telugu,Kannada, Malayalam, Tamil,Odia, Bengali, Assamese and",SmartAutomation
812,Software,"Text to Video of various PIBPress Releases usingArtificial Intelligence /Machine Learning /Generative AdversarialNetworks in English and 13Regional Languages viz.Hindi, Urdu, Punjabi,Gujarati, Marathi, Telugu,Kannada, Malayalam, Tamil,Odia, Bengali, Assamese and",SmartAutomation
813,Software,"Text to Video of various PIBPress Releases usingArtificial Intelligence /Machine Learning /Generative AdversarialNetworks in English and 13Regional Languages viz.Hindi, Urdu, Punjabi,Gujarati, Marathi, Telugu,Kannada, Malayalam, Tamil,Odia, Bengali, Assamese and",SmartAutomation
814,Software,"Text to Video of various PIBPress Releases usingArtificial Intelligence /Machine Learning /Generative AdversarialNetworks in English and 13Regional Languages viz.Hindi, Urdu, Punjabi,Gujarati, Marathi, Telugu,Kannada, Malayalam, Tamil,Odia, Bengali, Assamese and",SmartAutomation
815,Software,"Text to Video of various PIBPress Releases usingArtificial Intelligence /Machine Learning /Generative AdversarialNetworks in English and 13Regional Languages viz.Hindi, Urdu, Punjabi,Gujarati, Marathi, Telugu,Kannada, Malayalam, Tamil,Odia, Bengali, Assamese and",SmartAutomation
821,Software,Use of Digital Technology tocalculate water footprints fordifferent daily use items.,Clean & GreenTechnology
822,Software,Use of Digital Technology tocalculate water footprints fordifferent daily use items.,Clean & GreenTechnology
823,Software,Use of Digital Technology tocalculate water footprints fordifferent daily use items.,Clean & GreenTechnology
824,Software,Use of Digital Technology tocalculate water footprints fordifferent daily use items.,Clean & GreenTechnology
825,Software,Use of Digital Technology tocalculate water footprints fordifferent daily use items.,Clean & GreenTechnology
826,Software,Use of Digital Technology inaddressing Non-RevenueWater (NRW),Clean & GreenTechnology
827,Software,Use of Digital Technology inaddressing Non-RevenueWater (NRW),Clean & GreenTechnology
828,Software,Use of Digital Technology inaddressing Non-RevenueWater (NRW),Clean & GreenTechnology
829,Software,Use of Digital Technology inaddressing Non-RevenueWater (NRW),Clean & GreenTechnology
830,Software,Use of Digital Technology inaddressing Non-RevenueWater (NRW),Clean & GreenTechnology
831,Software,Projection of the extent ofinundation corresponding tothe forecasts of flood levels ina river.,DisasterManagement
832,Software,Projection of the extent ofinundation corresponding tothe forecasts of flood levels ina river.,DisasterManagement
833,Software,Projection of the extent ofinundation corresponding tothe forecasts of flood levels ina river.,DisasterManagement
834,Software,Projection of the extent ofinundation corresponding tothe forecasts of flood levels ina river.,DisasterManagement
835,Software,Projection of the extent ofinundation corresponding tothe forecasts of flood levels ina river.,DisasterManagement
836,Software,"Development of AI, ML andChat boat-powered InteractiveRobot Mascot (ChachaChaudhary) and digital avatarto strengthen the river peopleconnect component ofNamami Gange.",SmartEducation
837,Software,"Development of AI, ML andChat boat-powered InteractiveRobot Mascot (ChachaChaudhary) and digital avatarto strengthen the river peopleconnect component ofNamami Gange.",SmartEducation
838,Software,"Development of AI, ML andChat boat-powered InteractiveRobot Mascot (ChachaChaudhary) and digital avatarto strengthen the river peopleconnect component ofNamami Gange.",SmartEducation
839,Software,"Development of AI, ML andChat boat-powered InteractiveRobot Mascot (ChachaChaudhary) and digital avatarto strengthen the river peopleconnect component ofNamami Gange.",SmartEducation
840,Software,"Development of AI, ML andChat boat-powered InteractiveRobot Mascot (ChachaChaudhary) and digital avatarto strengthen the river peopleconnect component ofNamami Gange.",SmartEducation
841,Software,"A mobile app that crowdsources water-relatedproblems from around acommunity, open sourcesdata, etc. and display them ona map.",DisasterManagement
842,Software,"A mobile app that crowdsources water-relatedproblems from around acommunity, open sourcesdata, etc. and display them ona map.",DisasterManagement
843,Software,"A mobile app that crowdsources water-relatedproblems from around acommunity, open sourcesdata, etc. and display them ona map.",DisasterManagement
844,Software,"A mobile app that crowdsources water-relatedproblems from around acommunity, open sourcesdata, etc. and display them ona map.",DisasterManagement
845,Software,"A mobile app that crowdsources water-relatedproblems from around acommunity, open sourcesdata, etc. and display them ona map.",DisasterManagement
846,Software,AI-enabled water wellpredictor,Clean & GreenTechnology
847,Software,AI-enabled water wellpredictor,Clean & GreenTechnology
848,Software,AI-enabled water wellpredictor,Clean & GreenTechnology
849,Software,AI-enabled water wellpredictor,Clean & GreenTechnology
850,Software,AI-enabled water wellpredictor,Clean & GreenTechnology
868,Software,Web/Mobile based tool for mapping of Water supply network,Miscellaneous
869,Software,Web/Mobile based tool for mapping of Water supply network,Miscellaneous
870,Software,Web/Mobile based tool for mapping of Water supply network,Miscellaneous
871,Software,Web/Mobile based tool for mapping of Water supply network,Miscellaneous
872,Software,Web/Mobile based tool for mapping of Water supply network,Miscellaneous
895,Software,Development of software forstreamlining the listing ofcases through DifferentiatedCase Flow Management,Miscellaneous
896,Software,Development of software forstreamlining the listing ofcases through DifferentiatedCase Flow Management,Miscellaneous
897,Software,Development of software forstreamlining the listing ofcases through DifferentiatedCase Flow Management,Miscellaneous
898,Software,Development of software forstreamlining the listing ofcases through DifferentiatedCase Flow Management,Miscellaneous
899,Software,Development of software forstreamlining the listing ofcases through DifferentiatedCase Flow Management,Miscellaneous
900,Software,Development of e-Portal forfacilitating Case ManagementHearing of various types ofcases,Miscellaneous
901,Software,Development of e-Portal forfacilitating Case ManagementHearing of various types ofcases,Miscellaneous
902,Software,Development of e-Portal forfacilitating Case ManagementHearing of various types ofcases,Miscellaneous
903,Software,Development of e-Portal forfacilitating Case ManagementHearing of various types ofcases,Miscellaneous
904,Software,Development of e-Portal forfacilitating Case ManagementHearing of various types ofcases,Miscellaneous
905,Software,Development of gamifiedplatform on Children's Rightsto increase legal literacy andawareness among children inIndia,SmartEducation
906,Software,Development of gamifiedplatform on Children's Rightsto increase legal literacy andawareness among children inIndia,SmartEducation
907,Software,Development of gamifiedplatform on Children's Rightsto increase legal literacy andawareness among children inIndia,SmartEducation
908,Software,Development of gamifiedplatform on Children's Rightsto increase legal literacy andawareness among children inIndia,SmartEducation
